id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
USA0060835;USA;Pine Island Solar CSG;2017;Solar;3.90;44.220.100;-92.654.300
USA0060836;USA;Big Lake Holdco Solar CSG;2017;Solar;5.00;45.334.600;-93.775.600
USA0060837;USA;Forest Lake Solar CSG;2017;Solar;5.00;45.253.500;-92.894.000
USA0060838;USA;Wabasha Holdco Solar CSG;2017;Solar;3.00;44.367.100;-92.019.300
USA0060839;USA;Goya Foods  Inc- Jersey City Solar;2015;Solar;2.50;40.760.100;-74.065.400
USA0060840;USA;Goya Foods  Inc- Secaucus Solar;2016;Solar;1.60;40.773.100;-74.077.400
USA0060841;USA;Prudential 55 Livingston Roseland Solar;2013;Solar;1.20;40.814.600;-74.297.100
USA0060842;USA;Prudential 80 Livingston Roseland Solar;2014;Solar;1.70;40.815.400;-74.305.000
USA0060843;USA;River Terminal Development Solar;2011;Solar;2.70;40.727.800;-74.114.200
USA0060844;USA;Genentech Vacaville Meter #1;2017;Solar;6.10;38.390.800;-121.947.800
USA0060846;USA;US GSA - Sacramento;2018;Solar;1.10;38.601.400;-121.397.900
USA0060847;USA;Garrett County - DPU Treatment Plant;2017;Solar;1.20;39.505.200;-79.393.000
USA0060848;USA;Temple Solar Arrays;2011;Solar;2.20;40.423.500;-75.925.200
USA0060849;USA;Emmitsburg Solar Arrays;2014;Solar;1.70;39.693.700;-77.314.400
USA0060851;USA;Curtis Hill Solar CSG;2016;Solar;2.00;42.175.000;-71.986.000
USA0060852;USA;Depot Hill Solar CSG;2016;Solar;2.00;42.153.000;-71.988.000
USA0060853;USA;SR Houston;2017;Solar;3.10;33.926.700;-88.997.600
USA0060854;USA;Bird Machine Solar Farm;2017;Solar;3.50;42.109.600;-71.266.700
USA0060855;USA;Iron Horse Solar I CSG;2017;Solar;2.90;42.582.900;-71.246.400
USA0060856;USA;Astra Wind Farm;2017;Wind;163.00;34.769.500;-102.052.400
USA0060857;USA;NES Rutgers Solar;2012;Solar;1.00;40.070.900;-74.161.200
USA0060858;USA;126 Grove Solar LLC;2012;Solar;2.00;42.076.100;-71.422.700
USA0060860;USA;VEC Alburgh Array;2017;Solar;1.00;44.962.300;-73.274.100
USA0060861;USA;Dept of General Services -FTB;2017;Solar;2.70;38.565.000;-121.343.000
USA0060863;USA;Cooperative Solar One;2017;Solar;8.50;38.027.200;-84.254.700
USA0060864;USA;Kokomo Solar 1  LLC;2017;Solar;5.40;40.473.000;-86.146.000
USA0060865;USA;Equity Industrial Turbines;2013;Wind;4.00;42.625.600;-70.656.500
USA0060866;USA;Bashaw Solar CSG 1  LLC;2017;Solar;2.00;42.789.300;-70.880.000
USA0060867;USA;Kearsarge Southwick LLC;2015;Solar;3.30;42.016.300;-72.775.200
USA0060868;USA;Timothy Lake Powerhouse;2019;Hydro;1.20;45.370.500;-121.756.500
USA0060869;USA;Solar Star California  XLIV  LLC;2017;Solar;9.50;34.511.900;-117.922.800
USA0060873;USA;Prairie Wind Farm;2018;Wind;168.00;41.436.900;-92.703.800
USA0060874;USA;GMP Solar - Hartford;2017;Solar;5.00;43.632.100;-72.418.600
USA0060875;USA;GMP Solar - Williston;2016;Solar;4.70;44.465.500;-73.103.200
USA0060876;USA;Eastern Iowa Solar;2016;Solar;1.80;41.597.000;-91.036.300
USA0060877;USA;GMP Solar - Williamstown;2017;Solar;5.00;44.136.100;-72.510.500
USA0060878;USA;Sutton Solar CSG;2016;Solar;1.90;42.102.400;-71.697.700
USA0060879;USA;Nexamp Peak CSG;2016;Solar;2.00;42.562.100;-73.287.100
USA0060880;USA;Stafford MS Ground Mount Community Solar;2016;Solar;2.00;41.964.000;-72.309.000
USA0060881;USA;Bernhardt Furniture Solar Farm;2016;Solar;1.10;35.849.900;-81.540.900
USA0060882;USA;Carl Friedrich Gauss Solar;2018;Solar;5.00;36.345.800;-77.633.500
USA0060883;USA;Deerfield Wind Energy  LLC;2017;Wind;149.00;43.941.900;-82.898.700
USA0060885;USA;Boulder Solar II  LLC;2017;Solar;50.00;35.850.000;-114.944.000
USA0060886;USA;Pavant Solar III;2017;Solar;20.00;39.154.500;-112.359.800
USA0060887;USA;Sauk DPC Solar;2017;Solar;1.00;43.595.900;-90.322.600
USA0060888;USA;Lafayette DPC Solar;2017;Solar;1.00;44.887.800;-91.352.400
USA0060889;USA;Conrath DPC Solar;2017;Solar;1.00;45.366.100;-91.048.200
USA0060890;USA;Warren DPC Solar;2017;Solar;2.20;44.959.600;-92.518.200
USA0060891;USA;Liberty Pole DPC Solar;2017;Solar;1.10;43.494.100;-90.907.100
USA0060892;USA;Downsville DPC Solar;2017;Solar;1.00;44.814.200;-91.884.100
USA0060893;USA;Mt. Hope DPC Solar;2017;Solar;1.00;42.975.000;-90.831.800
USA0060894;USA;Medford DPC Solar;2017;Solar;2.00;45.163.000;-90.372.900
USA0060895;USA;Whistling Winds DPC Solar;2017;Solar;1.50;43.972.100;-90.071.900
USA0060901;USA;Willow Springs Wind Farm;2017;Wind;250.00;33.345.400;-99.624.300
USA0060902;USA;Dermott Wind;2017;Wind;253.00;32.863.800;-100.975.100
USA0060903;USA;Salem Harbor Station NGCC;2018;Gas;798.20;42.525.500;-70.878.200
USA0060904;USA;Time Warner Cable - Knowles;2018;Solar;2.00;42.337.400;-77.375.300
USA0060905;USA;Oliver Wind III  LLC;2017;Wind;99.30;46.957.100;-101.168.100
USA0060906;USA;Mt. Tom Solar Project Hybrid;2018;Solar;7.60;42.268.600;-72.603.000
USA0060908;USA;Northampton Landfill Solar PV;2017;Solar;2.40;42.293.700;-72.714.000
USA0060909;USA;Hartford Landfill Solar EGF;2014;Solar;1.00;41.791.500;-72.650.900
USA0060911;USA;Green Energy Machine;2016;Wind;1.70;41.373.000;-94.754.000
USA0060912;USA;Cold River Road Solar;2017;Solar;2.30;43.585.700;-72.952.000
USA0060913;USA;Ohio Northern University Solar Site;2017;Solar;3.00;40.759.600;-83.839.100
USA0060914;USA;Westmont 300B;2017;Solar;3.00;33.766.100;-118.284.700
USA0060915;USA;Correctional Solar LLC;2018;Solar;20.00;37.471.500;-76.856.900
USA0060916;USA;Sappony Solar LLC;2017;Solar;20.00;36.940.500;-77.417.800
USA0060917;USA;Buckingham Solar LLC;2017;Solar;19.80;37.502.900;-78.379.200
USA0060918;USA;Verwey-Hanford Dairy Digester #1;2016;Biomass;1.00;36.185.200;-119.681.500
USA0060919;USA;Shakopee Met Council WTP;2016;Solar;1.30;44.796.600;-93.437.000
USA0060920;USA;Viper Solar;2017;Solar;2.00;34.934.900;-78.962.200
USA0060921;USA;Scarlet Solar;2017;Solar;2.00;35.287.800;-77.795.100
USA0060922;USA;Ruskin Solar;2017;Solar;2.00;35.274.000;-78.022.000
USA0060923;USA;Clyde Solar Array;2016;Solar;2.80;41.319.400;-82.984.300
USA0060924;USA;Ozarks Natural Energy Community Solar;2016;Solar;1.00;36.164.300;-94.082.300
USA0060926;USA;St. Charles Power Station (LA);2019;Gas;1000.00;30.010.000;-90.460.800
USA0060929;USA;Red Oak Solar Farm  LLC;2017;Solar;5.00;35.993.000;-77.933.500
USA0060930;USA;Dublin Solar I;2015;Solar;4.10;32.581.000;-82.926.000
USA0060931;USA;CCC Hastings Wind Turbine;2017;Wind;1.70;40.570.000;-98.334.000
USA0060932;USA;Creston Ridge Wind Farm;2016;Wind;6.80;41.678.000;-97.386.000
USA0060933;USA;Hopewell Cogeneration NJ;2015;Gas;4.00;40.348.300;-74.771.500
USA0060935;USA;GRE Marshan Solar;2017;Solar;1.00;44.692.200;-92.816.900
USA0060936;USA;New Auburn DPC Solar;2018;Solar;2.50;45.210.000;-91.435.300
USA0060937;USA;Antlia Community Solar;2017;Solar;2.00;43.906.500;-96.138.200
USA0060938;USA;Aries Community Solar;2017;Solar;4.00;44.044.900;-92.988.600
USA0060939;USA;Centaurus Community Solar;2017;Solar;2.00;44.949.100;-95.511.300
USA0060940;USA;Gemini Community Solar;2017;Solar;3.00;45.300.300;-92.804.400
USA0060941;USA;Mapleton Community Solar;2017;Solar;3.00;43.928.900;-93.956.100
USA0060942;USA;Morgan Community Solar;2017;Solar;3.00;44.413.200;-94.907.600
USA0060943;USA;Spica Community Solar;2017;Solar;2.00;44.936.100;-94.854.100
USA0060944;USA;Vega Community Solar;2017;Solar;5.00;45.382.800;-95.203.700
USA0060945;USA;Spartan PV 1  LLC;2018;Solar;10.50;42.715.100;-84.482.400
USA0060947;USA;Jacumba Solar Farm;2017;Solar;20.00;32.621.200;-116.129.000
USA0060951;USA;West Dubuque Solar;2017;Solar;3.80;42.491.800;-90.792.200
USA0060953;USA;Owens Valley Solar Project 11;2017;Solar;1.00;36.275.100;-118.012.200
USA0060954;USA;VEC Magee Hill Solar;2017;Solar;1.30;44.368.200;-73.060.800
USA0060955;USA;Strawberry Point DPC Solar;2017;Solar;1.30;42.678.600;-91.545.200
USA0060956;USA;Westar Cities Solar;2017;Solar;1.00;38.019.400;-97.975.300
USA0060957;USA;Sand Lake DPC Solar;2017;Solar;1.00;45.445.500;-92.549.000
USA0060958;USA;Nesvold Watertown Solar;2018;Solar;5.00;44.937.100;-93.828.700
USA0060959;USA;Chocksett Rd Energy Storage Project;2017;Storage;2.00;42.451.800;-71.737.700
USA0060960;USA;Hyperion Treatment Plant CHP Plant;2017;Biomass;33.00;33.925.400;-118.429.800
USA0060961;USA;Violet Solar;2019;Solar;5.00;35.401.100;-80.418.500
USA0060962;USA;Red Maple Solar;2018;Solar;3.00;44.319.400;-93.899.000
USA0060964;USA;Apache Solar 1;2017;Solar;20.00;32.068.100;-109.890.400
USA0060965;USA;Cotten Farm  LLC;2016;Solar;5.00;35.528.500;-79.198.500
USA0060966;USA;Lind Solar CSG;2017;Solar;4.90;44.802.400;-93.908.700
USA0060967;USA;Onyx - Lamphear Road CSG;2016;Solar;2.00;43.184.100;-75.476.700
USA0060968;USA;Scott-II Solar LLC;2018;Solar;20.00;37.526.200;-77.944.600
USA0060971;USA;Michael Solar;2018;Solar;3.00;45.667.500;-94.708.300
USA0060974;USA;Glendale Battery Energy Storage System;2017;Storage;2.00;34.162.300;-118.283.700
USA0060975;USA;Whitney Point Solar;2017;Solar;20.00;36.376.900;-120.138.500
USA0060976;USA;OSLH  LLC;2017;Solar;9.90;44.061.000;-121.228.000
USA0060978;USA;CSUF State College;2017;Solar;1.00;33.879.100;-117.888.700
USA0060979;USA;CSUF Nutwood Solar;2017;Solar;1.90;33.879.100;-117.888.700
USA0060980;USA;ZV Solar 1;2016;Solar;5.00;34.800.000;-79.200.000
USA0060981;USA;NextEra Westside PV;2017;Solar;20.00;36.381.800;-120.134.500
USA0060982;USA;Atkinson Farm Solar;2016;Solar;5.00;34.897.000;-77.795.200
USA0060983;USA;Buckthorn Wind Project;2018;Wind;100.50;32.371.300;-98.377.400
USA0060984;USA;Lindberg Field Solar 2;2017;Solar;1.90;32.729.400;-117.205.100
USA0060985;USA;Elizabethtown Solar;2016;Solar;2.00;40.152.700;-76.581.400
USA0060986;USA;AIS Solar Project;2017;Solar;2.50;42.501.900;-71.737.800
USA0060987;USA;Santa Rita Wind Energy;2018;Wind;300.00;31.181.400;-101.318.800
USA0060989;USA;SolaireHolman Solar Project;2017;Solar;50.00;30.455.100;-103.474.700
USA0060990;USA;Florence Solar W3-080  LLC;2017;Solar;7.90;40.095.600;-74.787.600
USA0060991;USA;Sterling I Wind Farm;2017;Wind;29.90;33.359.600;-103.250.600
USA0060992;USA;Northern Cardinal Solar;2018;Solar;2.00;36.433.300;-77.719.700
USA0060993;USA;Darlington Solar  LLC;2017;Solar;10.00;34.320.000;-79.917.000
USA0060994;USA;French's Landfill PV;2014;Solar;6.10;40.109.700;-74.130.200
USA0060995;USA;Ramona Solar Energy;2017;Solar;4.30;33.018.500;-116.860.700
USA0060996;USA;Iron Horse Battery Storage Hybrid;2017;Storage;12.00;32.098.500;-110.819.100
USA0060997;USA;Everett PV1;2020;Solar;10.00;35.821.100;-77.309.600
USA0061000;USA;King Mill;1944;Hydro;2.20;33.485.200;-81.991.200
USA0061001;USA;Cactus Flats Wind Energy Project;2018;Wind;148.40;31.112.500;-100.028.100
USA0061002;USA;WED Portsmouth One  LLC;2016;Wind;1.50;41.612.000;-71.249.300
USA0061003;USA;Musgrave East Solar Farm;2017;Solar;2.00;42.731.500;-76.663.700
USA0061004;USA;Whirlpool Corporation - Ottawa Wind Farm;2018;Wind;1.50;41.002.800;-84.033.700
USA0061005;USA;Whirlpool Corporation - Marion Wind Farm;2017;Wind;4.50;40.591.200;-83.178.500
USA0061006;USA;SCDA Solar 1;2017;Solar;7.00;38.690.200;-121.586.500
USA0061007;USA;Redbrook Community Solar 1;2017;Solar;4.00;41.829.100;-70.614.800
USA0061008;USA;Brook Street Solar 1 CSG;2017;Solar;5.00;41.955.900;-70.786.100
USA0061009;USA;Spring Street Solar 1 CSG;2017;Solar;2.00;41.942.500;-70.766.400
USA0061010;USA;Bullock Road Solar 1;2018;Solar;1.90;41.728.900;-70.990.500
USA0061012;USA;Mill Seat Renewable Energy Facility;2007;Waste;6.40;43.063.700;-77.932.900
USA0061013;USA;Marin Clean Energy Solar One;2018;Solar;10.50;37.945.300;-122.377.200
USA0061015;USA;Musgrave West Solar Farm;2017;Solar;2.00;42.731.500;-76.663.700
USA0061016;USA;Stafford St Solar 1 CSG;2018;Solar;2.00;42.224.000;-71.870.600
USA0061017;USA;Stafford St 2 Community Solar;2018;Solar;1.90;42.224.000;-71.870.600
USA0061018;USA;Stafford St Solar 3 CSG;2018;Solar;1.00;42.224.000;-71.870.600
USA0061019;USA;Siler 421 Farm  LLC;2017;Solar;5.00;35.747.400;-79.449.700
USA0061020;USA;Indian River Solar Center;2018;Solar;74.50;27.573.300;-80.578.200
USA0061021;USA;Horizon Solar Energy Center;2018;Solar;74.50;29.665.600;-82.058.300
USA0061022;USA;Coral Farms Solar Energy Center;2018;Solar;74.50;29.756.900;-81.897.200
USA0061023;USA;Hollyfield;2018;Solar;17.00;37.672.000;-77.170.400
USA0061024;USA;Hammock Solar;2018;Solar;74.50;26.692.600;-81.325.000
USA0061025;USA;Montefiore - Westchester Square;1983;Oil;1.00;40.840.600;-73.848.400
USA0061026;USA;New York Presbyterian Hospital-168th St;2003;Oil;11.90;40.840.900;-73.941.400
USA0061027;USA;Pacific Ethanol Stockton Cogen Plant;2017;Gas;4.80;37.941.800;-121.338.300
USA0061029;USA;Blue Cypress Solar Energy Center;2018;Solar;74.50;27.609.500;-80.537.200
USA0061030;USA;Harford Solar Farm;2017;Solar;2.00;42.448.000;-76.245.000
USA0061031;USA;Floyd Road Solar Farm;2017;Solar;5.00;36.505.900;-77.677.500
USA0061035;USA;Birdsboro Power;2019;Gas;525.00;40.268.500;-75.799.700
USA0061039;USA;Deerfield Wind LLC;2018;Wind;30.00;42.877.200;-72.993.700
USA0061040;USA;Twin Buttes II Wind;2018;Wind;75.00;37.773.000;-102.546.000
USA0061042;USA;Canandaigua Westbrook Solar Array;2017;Solar;2.00;42.869.100;-77.284.500
USA0061043;USA;Canandaigua Solar Array;2017;Solar;2.00;42.868.900;-77.284.600
USA0061047;USA;Coyote Ridge;2020;Wind;96.70;44.450.000;-96.550.000
USA0061048;USA;Solar Star Oregon II;2017;Solar;56.30;44.184.300;-120.918.000
USA0061050;USA;Wildflower Solar Energy Center;2018;Solar;74.50;27.316.200;-81.783.900
USA0061051;USA;Barefoot Bay Solar Energy Center;2018;Solar;74.50;27.865.800;-80.521.100
USA0061052;USA;Loggerhead Solar Energy Center;2018;Solar;74.50;27.237.800;-80.541.400
USA0061053;USA;Greenfield Solar Park;2018;Solar;2.80;39.793.800;-85.816.500
USA0061054;USA;IMPA Anderson Solar Park 2;2018;Solar;8.10;40.138.300;-85.690.900
USA0061055;USA;DG AMP Solar Front Royal;2017;Solar;2.50;38.929.000;-78.180.000
USA0061056;USA;Seward Wind Farm;2018;Wind;1.70;40.895.000;-97.195.100
USA0061058;USA;Kramer Solar CSG;2018;Solar;3.00;44.747.000;-94.705.700
USA0061059;USA;Novel OYA of Osakis CSG;2018;Solar;5.00;45.850.000;-95.150.000
USA0061060;USA;Novel - OYA of Mapleton CSG;2018;Solar;3.50;43.930.000;-93.960.000
USA0061066;USA;Foundation CDCR LAC;2018;Wind;1.90;34.691.000;-118.221.000
USA0061067;USA;Foundation Scheid Vineyards;2017;Wind;1.90;36.274.500;-121.191.600
USA0061068;USA;AES LAWAI SOLAR Hybrid;2019;Storage;40.00;21.908.200;-159.492.000
USA0061069;USA;BWC Wading River One  Two  Three CSG;2017;Solar;3.00;42.085.300;-71.526.700
USA0061070;USA;Saratoga Wind Farm;2019;Wind;66.00;43.448.900;-92.280.700
USA0061072;USA;Lemond Solar;2017;Solar;5.00;44.081.000;-93.285.900
USA0061073;USA;Pemberton Road I;2017;Solar;8.60;39.981.800;-74.697.400
USA0061074;USA;Pemberton Road II;2017;Solar;8.60;39.979.900;-74.701.900
USA0061077;USA;Orient Wind Farm;2020;Wind;500.80;41.202.400;-94.417.200
USA0061079;USA;Beaver Creek Wind;2018;Wind;340.00;42.107.000;-94.164.600
USA0061080;USA;Sub 12;2018;Gas;18.60;30.459.800;-84.260.000
USA0061084;USA;Luning Energy;2017;Solar;50.00;38.546.900;-118.191.600
USA0061085;USA;Stone Solar;2016;Solar;5.00;34.583.100;-79.031.800
USA0061086;USA;Tripple State Farm;2016;Solar;5.00;35.735.000;-80.774.900
USA0061087;USA;Wadesboro Farm 1;2015;Solar;5.00;34.991.100;-80.097.300
USA0061088;USA;Delco Farm;2016;Solar;5.00;34.319.000;-78.209.100
USA0061089;USA;Fisher Solar Farm - NC;2015;Solar;5.00;35.241.300;-80.034.600
USA0061090;USA;Kinston Davis Farm;2015;Solar;5.00;35.218.400;-77.642.600
USA0061091;USA;Laurinburg Farm;2016;Solar;5.00;34.764.400;-79.443.000
USA0061092;USA;Independence Solar Farm;2017;Solar;3.00;39.117.100;-94.288.200
USA0061093;USA;Mills Anson Farm;2016;Solar;5.00;34.968.100;-79.935.800
USA0061094;USA;Old Wire Farm;2017;Solar;5.00;34.817.800;-79.513.900
USA0061095;USA;Railroad Farm 2;2014;Solar;5.00;34.807.900;-78.950.500
USA0061096;USA;Sampson Solar;2015;Solar;2.00;34.961.000;-78.470.500
USA0061097;USA;Syncarpha Freetown;2016;Solar;3.90;41.768.900;-70.786.500
USA0061099;USA;Kihei Solar Farm;2018;Solar;2.90;20.793.700;-156.433.900
USA0061101;USA;Ku'ia Solar;2018;Solar;2.90;20.886.000;-156.657.900
USA0061104;USA;Pima Community College - East Campus;2017;Solar;1.30;32.146.100;-110.990.600
USA0061106;USA;Pine River Wind Park;2019;Wind;161.30;43.524.300;-84.696.800
USA0061107;USA;Vanadium Redox Flow Battery Plant;2017;Storage;2.00;32.682.500;-116.988.800
USA0061115;USA;Manteca Land PV;2018;Solar;1.00;37.840.100;-121.216.200
USA0061116;USA;Delano Land 1;2018;Solar;1.00;35.761.200;-119.344.400
USA0061117;USA;Bakersfield PV 1;2018;Solar;5.30;35.325.000;-118.981.500
USA0061118;USA;Bakersfield Industrial PV 1;2018;Solar;1.00;35.330.000;-118.993.100
USA0061119;USA;Quichapa 1;2017;Solar;3.00;37.658.200;-113.216.700
USA0061120;USA;Quichapa 2;2017;Solar;3.00;37.666.800;-113.189.000
USA0061121;USA;Quichapa 3;2017;Solar;3.00;37.649.800;-113.236.900
USA0061124;USA;Elizabeth Mines Solar 1;2017;Solar;5.00;43.823.600;-72.331.100
USA0061125;USA;Nebraska Valley Solar Farm;2016;Solar;1.00;44.462.300;-72.770.900
USA0061126;USA;Bedford Solar;2018;Solar;3.00;37.335.000;-79.481.000
USA0061127;USA;Gamble Solar;2020;Solar;3.00;35.348.400;-81.817.400
USA0061128;USA;Salisbury Solar;2018;Solar;3.80;35.632.600;-80.422.600
USA0061129;USA;Wadesboro Solar;2018;Solar;5.00;34.973.900;-80.029.000
USA0061131;USA;Tolson Solar;2016;Solar;3.00;35.829.600;-77.615.900
USA0061134;USA;Phelps 158 Solar Farm;2018;Solar;5.00;36.442.600;-77.161.500
USA0061135;USA;Lebanon Solar Farm (MO);2017;Solar;2.50;37.667.800;-92.670.600
USA0061138;USA;Armstrong Solar;2018;Solar;3.00;45.642.300;-95.356.400
USA0061139;USA;Marmas Solar CSG;2018;Solar;4.00;45.556.100;-94.117.100
USA0061140;USA;CF Novel Solar CSG Gardens Two  LLC;2018;Solar;1.80;43.845.900;-93.836.700
USA0061141;USA;CF Novel Solar CSG Gardens Eleven  LLC;2018;Solar;3.00;44.240.000;-93.960.000
USA0061142;USA;WasecaSun;2018;Solar;7.40;44.051.400;-93.386.500
USA0061145;USA;Brown County LFGTE Power Station;2017;Waste;4.80;38.895.000;-83.903.000
USA0061152;USA;Intel Folsom Phase 3;2016;Solar;5.20;38.646.000;-121.162.600
USA0061153;USA;AT&T Holger;2016;Gas;1.30;37.417.600;-121.944.500
USA0061154;USA;AT&T Anaheim;2016;Gas;1.30;33.836.400;-117.916.900
USA0061155;USA;Big Timber Wind Farm;2018;Wind;25.00;45.855.400;-109.649.200
USA0061156;USA;St. Pauls Solar 2;2017;Solar;5.00;34.769.100;-78.981.000
USA0061157;USA;Boaz Farm Solar;2017;Solar;5.00;35.467.800;-79.134.400
USA0061158;USA;Bizzell Church Solar 2;2017;Solar;5.00;35.544.400;-78.177.200
USA0061160;USA;MILL SOLAR 1;2016;Solar;1.40;35.575.000;-80.821.000
USA0061162;USA;RB Manufacturing LLC Belle Mead NJ;2016;Solar;1.50;40.483.600;-74.650.100
USA0061163;USA;Onset East Community Solar Facility;2016;Solar;1.00;41.757.000;-70.653.700
USA0061164;USA;Onset West Community Solar Facility;2016;Solar;1.00;41.757.000;-70.653.700
USA0061165;USA;Columbus Solar Project;2018;Solar;1.90;31.866.700;-107.587.500
USA0061166;USA;Tyee Lake Hydroelectric Facility;1983;Hydro;22.60;56.216.400;-131.504.300
USA0061172;USA;EE Waianae Solar Project;2017;Solar;28.30;21.452.000;-158.187.900
USA0061173;USA;IKEA Miami 327;2015;Solar;1.00;25.791.500;-80.383.800
USA0061174;USA;Taurus Community Solar;2018;Solar;3.60;44.950.300;-95.691.500
USA0061175;USA;Pegasus Community Solar;2017;Solar;2.00;45.495.500;-95.124.700
USA0061176;USA;Antares Community Solar;2018;Solar;3.00;44.226.200;-95.623.800
USA0061177;USA;Corvus Community Solar;2018;Solar;4.50;44.191.400;-93.944.000
USA0061178;USA;Capella Community Solar;2017;Solar;4.50;44.090.100;-96.161.200
USA0061179;USA;Carina Community Solar;2018;Solar;3.60;44.164.700;-92.241.200
USA0061180;USA;Caelum Community Solar;2017;Solar;1.80;45.662.000;-93.936.800
USA0061181;USA;Andromeda Community Solar;2017;Solar;4.50;44.901.900;-94.031.600
USA0061182;USA;Lyra Community Solar;2018;Solar;2.70;44.240.300;-93.585.800
USA0061183;USA;Argo Navis Community Solar;2018;Solar;2.70;45.255.200;-92.772.300
USA0061185;USA;Pfeffers;2016;Solar;1.00;39.427.600;-76.393.600
USA0061186;USA;Boston Medical Center CHP Plant;2017;Gas;2.00;42.334.700;-71.074.200
USA0061187;USA;Century Drive Solar Farm;2014;Solar;1.00;35.837.800;-78.668.900
USA0061189;USA;Shavano Falls Hydro;2015;Hydro;2.80;38.492.000;-108.002.300
USA0061190;USA;Shavano Falls Hydro Drop 4;2015;Hydro;4.80;38.450.500;-107.776.700
USA0061191;USA;Drop 5;2017;Hydro;2.40;38.404.400;-107.810.200
USA0061192;USA;IKEA Joliet Rooftop PV System;2018;Solar;2.00;41.480.000;-88.070.000
USA0061193;USA;IKEA Las Vegas 462;2016;Solar;1.00;36.068.900;-115.280.800
USA0061194;USA;Barker Solar  LLC;2018;Solar;5.00;34.635.600;-78.928.700
USA0061195;USA;231 Dixon 74 Solar I  LLC;2017;Solar;2.00;35.244.100;-81.430.400
USA0061196;USA;Mill Pond Solar Farm  LLC;2017;Solar;5.00;34.307.100;-78.701.500
USA0061197;USA;Pima Energy Storage System;2017;Storage;10.00;32.251.600;-110.991.300
USA0061198;USA;Merck - Upper Gwynedd Solar Array;2011;Solar;1.50;40.215.400;-75.283.100
USA0061199;USA;T0588 Phoenix - AZ;2017;Solar;1.20;33.447.200;-112.217.700
USA0061201;USA;OR Solar 3  LLC;2018;Solar;10.00;42.022.300;-121.418.900
USA0061202;USA;Mount Signal Solar Farm V;2018;Solar;252.30;32.678.800;-115.567.200
USA0061203;USA;Lahr 1  LLC;2018;Solar;5.00;45.431.200;-94.426.000
USA0061205;USA;Bandera Electric Coop PV;2017;Solar;1.50;29.681.000;-99.762.200
USA0061206;USA;Onyx - Allen Harim;2017;Solar;1.20;38.717.500;-75.288.800
USA0061207;USA;Green Island Hydroelectric Station;1922;Hydro;6.00;42.748.100;-73.690.200
USA0061208;USA;Gulfport Naval Base CSG PV System;2017;Solar;3.50;30.379.900;-89.119.200
USA0061209;USA;Sacramento Regional County Sanitation PV;2018;Solar;3.50;38.448.600;-121.463.700
USA0061210;USA;Finger Lakes Solar I;2016;Solar;1.90;42.814.000;-77.045.600
USA0061211;USA;IKEA Memphis 508;2017;Solar;1.10;35.190.000;-89.799.300
USA0061212;USA;Flat Top Wind I;2018;Wind;200.00;31.684.500;-98.603.400
USA0061213;USA;GRP Madison Renewable Energy Facility;2020;Waste;58.00;34.040.600;-83.192.900
USA0061215;USA;Green Beanworks C PV;2018;Solar;3.00;34.597.000;-117.931.000
USA0061216;USA;Green Beanworks D PV;2018;Solar;3.00;34.655.000;-118.082.100
USA0061217;USA;Head of U Canal Hydro Project;2015;Hydro;1.20;42.762.800;-114.395.800
USA0061218;USA;Broadridge Solar  LLC;2018;Solar;5.00;34.522.900;-78.957.200
USA0061219;USA;Kelly Solar  LLC;2018;Solar;5.00;36.391.200;-78.449.000
USA0061220;USA;Spencer Farm  LLC;2017;Solar;5.00;35.712.900;-80.407.900
USA0061221;USA;Redbed Plains Wind Farm;2017;Wind;99.10;35.290.800;-97.854.000
USA0061222;USA;Golden Hills North Wind Energy Center;2017;Wind;46.00;37.769.200;-121.630.200
USA0061223;USA;Chillicothe Solar Farm;2017;Solar;2.50;39.788.800;-93.536.800
USA0061224;USA;350 Clark Solar  NG  LLC;2011;Solar;1.80;40.894.200;-74.730.200
USA0061237;USA;433 Purchase Solar NG  LLC;2012;Solar;2.50;41.809.400;-71.192.200
USA0061238;USA;NY - Presbyt. Hospital - 525 E 68TH St;2010;Oil;22.90;40.764.400;-73.953.900
USA0061242;USA;Victoria Port Power LLC;2019;Gas;100.00;28.695.800;-96.945.400
USA0061243;USA;Old Wardour Solar;2016;Solar;5.50;42.237.600;-72.037.500
USA0061244;USA;Shuman Solar;2016;Solar;2.20;42.114.900;-71.066.000
USA0061245;USA;Vuelta Solar;2016;Solar;5.50;42.237.600;-72.037.500
USA0061246;USA;ACE-Stanton PV;2017;Solar;4.80;28.477.400;-81.180.400
USA0061247;USA;ACE-Stanton A PV;2017;Solar;4.10;28.484.500;-81.174.100
USA0061248;USA;Glopak Solar PV Power Plant;2012;Solar;1.00;40.575.400;-74.392.800
USA0061249;USA;Westmont 300A;2017;Solar;2.90;33.766.100;-118.288.900
USA0061250;USA;USPS PV;2017;Solar;10.70;33.977.900;-118.258.700
USA0061255;USA;Haywood Farm Solar  LLC;2017;Solar;4.90;35.343.000;-79.915.000
USA0061256;USA;Hood Farm Solar  LLC;2017;Solar;4.90;35.205.000;-77.497.000
USA0061257;USA;ZV Solar 2  LLC;2017;Solar;4.90;34.816.000;-79.200.000
USA0061258;USA;Innovative Solar 35  LLC;2017;Solar;1.90;35.046.000;-77.825.000
USA0061259;USA;Innovative Solar 59  LLC;2017;Solar;1.90;36.094.700;-77.979.300
