id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
WRI1005197;AUT;Kreuzbergmaut;1996;Hydro;18.00;47.441.200;13.210.800
WRI1005198;AUT;Kreuzeck days storage;1960;Hydro;45.00;46.872.700;13.311.700
WRI1005199;AUT;Krippau;1965;Hydro;30.00;47.683.300;14.700.000
WRI1005200;AUT;Landl;1967;Hydro;25.00;47.650.000;14.716.700
WRI1005201;AUT;Laufnitzdorf;1931;Hydro;18.00;47.300.000;15.316.700
WRI1005203;AUT;Lebring;1988;Hydro;20.00;46.852.200;15.538.300
WRI1005204;AUT;Leoben;2005;Hydro;10.00;47.383.300;15.100.000
WRI1005205;AUT;Losenstein;1962;Hydro;39.00;47.924.300;14.436.700
WRI1005206;AUT;Malta main stage;1979;Hydro;730.00;47.065.900;13.353.900
WRI1005207;AUT;Malta Secondary school;1979;Hydro;120.00;47.065.900;13.353.900
WRI1005209;AUT;Mandling;1985;Hydro;6.00;47.400.000;13.566.700
WRI1005210;AUT;Mayrhofen;1977;Hydro;355.00;47.158.100;11.850.100
WRI1005211;AUT;Melk;1982;Hydro;187.00;48.223.200;15.304.200
WRI1005212;AUT;Mellach run power plant;1985;Hydro;16.00;46.883.300;15.516.700
WRI1005215;AUT;Niklai;1960;Hydro;2.00;46.816.700;13.316.700
WRI1005216;AUT;Nussdorf near Vienna;2005;Hydro;5.00;47.216.700;14.483.300
WRI1005217;AUT;Oberaudorf Ebbs;1992;Hydro;60.00;47.641.300;12.198.900
WRI1005218;AUT;Obervogau;1978;Hydro;13.00;46.745.000;15.584.700
WRI1005219;AUT;Ottensheim-Wilhering;1975;Hydro;179.00;48.316.600;14.151.200
WRI1005221;AUT;Passau-Ingling;1966;Hydro;86.00;48.553.600;13.437.100
WRI1005222;AUT;Paternion;1988;Hydro;24.00;46.720.900;13.645.300
WRI1005223;AUT;Peggau;1965;Hydro;13.00;47.200.000;15.350.000
WRI1005224;AUT;Pernegg;2013;Hydro;22.00;47.359.800;15.342.400
WRI1005225;AUT;Pichlern;2005;Hydro;2.00;47.650.000;13.666.700
WRI1005227;AUT;Rabenstein;1987;Hydro;14.00;47.350.000;13.683.300
WRI1005231;AUT;Retznei;1992;Hydro;1.00;46.733.300;15.566.700
WRI1005232;AUT;Rosegg-St. James;1974;Hydro;80.00;46.569.600;14.026.800
WRI1005233;AUT;Rosenau;1953;Hydro;34.00;48.489.000;14.628.800
WRI1005238;AUT;Schonau;1972;Hydro;30.00;48.394.600;14.730.200
WRI1005239;AUT;Schwabeck;1943;Hydro;79.00;46.658.000;14.872.600
WRI1005240;AUT;Schwarzach;1960;Hydro;120.00;47.315.200;13.138.900
WRI1005243;AUT;St. Georgen;1985;Hydro;6.00;47.533.300;14.366.700
WRI1005244;AUT;St. Johann;1991;Hydro;16.00;47.338.600;13.197.400
WRI1005245;AUT;St. Martin;1965;Hydro;10.00;47.446.700;15.284.900
WRI1005246;AUT;St. Pantaleon;1966;Hydro;52.00;48.007.600;12.894.200
WRI1005247;AUT;St. Veit;1989;Hydro;16.00;47.321.400;13.174.400
WRI1005248;AUT;Staning;1946;Hydro;43.00;48.100.700;14.456.800
WRI1005249;AUT;Steinfeld;1963;Hydro;1.00;46.765.600;13.271.700
WRI1005253;AUT;Ternberg;1949;Hydro;40.00;47.933.300;14.350.000
WRI1005254;AUT;Triebenbach;1995;Hydro;10.00;47.500.000;14.466.700
WRI1005255;AUT;Tuxbach;1930;Hydro;1.00;47.148.500;11.822.500
WRI1005256;AUT;Low Tuxbach - Small power plant Stillupp;NULL;Hydro;2.00;47.148.500;11.822.500
WRI1005257;AUT;Urreiting;1986;Hydro;16.00;47.374.900;13.210.100
WRI1005258;AUT;Villach;1984;Hydro;25.00;46.632.900;13.829.400
WRI1005260;AUT;Wallnerau Salzach stage;1990;Hydro;13.00;47.316.000;13.141.000
WRI1005261;AUT;Wallnerau underwater stage;1989;Hydro;5.00;47.383.300;12.600.000
WRI1005262;AUT;Wallsee-Mitterkirchen;1969;Hydro;210.00;48.166.600;14.695.300
WRI1005264;AUT;Weissenegg;1985;Hydro;1.00;46.816.700;15.866.700
WRI1005265;AUT;Werfen-Pfarrwerfen;2009;Hydro;16.00;47.469.800;13.194.500
WRI1005266;AUT;Weyer;1969;Hydro;37.00;48.146.500;14.117.600
WRI1005267;AUT;Vienna-Freudenau;1999;Hydro;172.00;48.176.600;16.481.400
WRI1005268;AUT;Wind Park Bruck an der Leitha;2000;Wind;9.00;48.033.800;16.726.400
WRI1005269;AUT;Windpark Bruck-Göttlesbrunn;2015;Wind;21.00;48.095.000;16.890.000
WRI1005270;AUT;Wind Park Hollern II;2014;Wind;37.00;48.090.000;16.844.000
WRI1005271;AUT;Wind Park Petronell-Carnuntum II;NULL;Wind;21.00;48.090.000;16.844.000
WRI1005281;NLD;Beabuorren;2007;Wind;10.40;53.041.700;5.501.400
WRI1005290;NLD;Burgervlotbrug;2009;Wind;7.65;52.753.300;4.681.900
WRI1005293;NLD;Culemborg;2006;Wind;6.00;51.955.000;5.227.800
WRI1005294;NLD;De Bjirmen;1995;Wind;6.00;53.234.200;5.511.400
WRI1005303;NLD;Delfzijl Zuid;2008;Wind;78.20;53.330.000;6.918.100
WRI1005311;NLD;Ecopark Waalwijk;2005;Wind;7.50;51.682.500;5.070.800
WRI1005312;NLD;Egmond aan Zee;2006;Wind;108.00;52.606.100;4.418.800
WRI1005313;NLD;EPZ;2004;Wind;24.05;51.438.800;3.703.500
WRI1005314;NLD;Etten-Leur;2000;Wind;6.50;51.586.600;4.776.000
WRI1005330;NLD;Gemini;2016;Wind;600.00;54.036.000;5.963.000
WRI1005338;NLD;Halsteren;2004;Wind;6.80;51.528.300;4.267.800
WRI1005339;NLD;Haringvliet;1997;Wind;3.60;51.841.200;4.060.600
WRI1005348;NLD;Hemweg;2001;Wind;5.28;52.405.300;4.846.600
WRI1005350;NLD;Herkingen;2005;Wind;8.25;51.710.000;4.087.500
WRI1005351;NLD;Hiddum-Houw;1995;Wind;5.23;53.083.000;5.390.900
WRI1005359;NLD;Irene Vorrink;1997;Wind;16.80;52.508.300;5.475.000
WRI1005362;NLD;Jacobahaven;2006;Wind;9.00;51.597.500;3.684.800
WRI1005363;NLD;Kats II;2007;Wind;9.00;51.567.500;3.884.700
WRI1005372;NLD;Kneeshoek;1998;Wind;4.80;52.860.800;4.836.100
WRI1005373;NLD;Koegorspolder;2007;Wind;44.00;51.335.800;3.827.800
WRI1005380;NLD;Rozenburg Peninsula;2007;Wind;15.00;51.904.200;4.248.600
WRI1005382;NLD;Leeuwarden;2014;Wind;1.80;53.201.400;5.808.600
WRI1005389;NLD;Lopik;2007;Wind;6.00;51.972.500;4.948.600
WRI1005390;NLD;Luchterduinen;2015;Wind;129.00;52.405.000;4.161.900
WRI1005394;NLD;Marrum;2008;Wind;5.25;53.322.800;5.802.000
WRI1005400;NLD;Neeltje Jans;2012;Wind;12.00;51.632.000;3.699.000
WRI1005402;NLD;Nerefco;2002;Wind;22.50;51.953.900;4.095.400
WRI1005409;NLD;Northeast Binnendijks;2014;Wind;217.50;52.588.000;4.223.000
WRI1005410;NLD;Outside the Northeast;2016;Wind;144.00;38.021.100;-87.517.200
WRI1005427;NLD;Princess Amalia;2008;Wind;120.00;52.588.000;4.223.000
WRI1005428;NLD;Rachel Carson (Eemmeerdijk);1998;Wind;18.00;52.330.000;5.541.700
WRI1005431;NLD;flushing;2015;Wind;2.30;51.442.500;3.573.600
WRI1005455;NLD;Test Site Lelystad;2012;Wind;8.30;52.508.300;5.475.000
WRI1005458;NLD;Ulketocht;2003;Wind;6.00;52.838.300;4.891.700
WRI1005461;NLD;Pallandt;2006;Wind;14.00;51.704.400;4.234.300
WRI1005462;NLD;Velsen;2011;Wind;9.00;52.460.000;4.650.000
WRI1005465;NLD;Flushing outer;1997;Wind;1.58;51.442.500;3.573.600
WRI1005474;NLD;Westereems;2009;Wind;213.30;53.437.500;6.861.300
WRI1005476;NLD;Weststad Oosterhout;2008;Wind;15.00;51.645.000;4.859.700
WRI1005477;NLD;Willem Anna Polder;2003;Wind;9.00;51.639.200;4.129.200
WRI1005499;NLD;Centrale Merwedekanaal;NULL;Gas;227.00;52.101.700;5.079.400
WRI1005506;NLD;Delesto;NULL;Gas;530.00;53.318.500;6.954.400
WRI1005509;NLD;ELSTA;NULL;Gas;456.00;51.333.100;3.778.700
WRI1005515;NLD;Rijnmond II;NULL;Gas;427.00;51.890.200;4.355.200
WRI1005571;DEU;Abfallentsorgungszentrum Asdonkshof;1997;Waste;20.80;51.522.400;6.574.700
WRI1005572;DEU;ADS-Anlage;2012;Gas;96.50;50.091.800;8.531.100
WRI1005573;DEU;AHKW Neunkirchen;1999;Waste;11.60;49.338.600;7.170.000
WRI1005574;DEU;Ahrensfelde;1990;Gas;150.00;52.589.500;13.558.700
WRI1005575;DEU;Altheim;1951;Hydro;17.80;51.536.500;14.382.900
WRI1005576;DEU;Alzwerke GmbH;1922;Hydro;45.00;48.176.900;12.840.500
WRI1005577;DEU;AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH;1981;Waste;12.60;51.397.100;7.696.700
WRI1005578;DEU;Audorf;1973;Oil;87.00;54.290.700;9.722.800
WRI1005579;DEU;Aufkirchen;1924;Hydro;27.00;48.306.700;11.858.800
WRI1005580;DEU;AVA GmbH;1993;Waste;10.00;48.401.100;10.935.600
WRI1005581;DEU;AVA Velsen;1997;Waste;15.80;49.213.900;6.834.500
WRI1005582;DEU;BEG;1977;Waste;14.00;53.547.800;8.617.900
WRI1005583;DEU;Bergheim;1970;Hydro;23.70;48.750.800;11.273.200
WRI1005584;DEU;Bergkamen power station;1981;Coal;717.00;51.637.000;7.619.100
WRI1005585;DEU;Bertoldsheim;1967;Hydro;18.90;48.735.900;11.020.900
WRI1005586;DEU;BHKW;2013;Gas;13.00;49.047.500;8.281.600
WRI1005587;DEU;BHKW an Klinkerweg;2000;Gas;10.20;51.216.900;6.947.300
WRI1005588;DEU;BHKW H.120;2012;Gas;16.90;51.254.500;6.786.500
WRI1005589;DEU;BHKW Ludwigshafen;2008;Gas;12.50;49.453.100;8.433.600
WRI1005590;DEU;BHKW Obere Viehweide;2000;Gas;13.40;48.510.900;9.071.500
WRI1005591;DEU;BHKW-Hauffstraße;2011;Gas;9.80;48.493.900;9.185.600
WRI1005592;DEU;Bigge;1965;Hydro;15.00;51.093.200;7.862.700
WRI1005593;DEU;Bio HKW Herbrechtingen;2004;Biomass;14.00;48.628.500;10.200.900
WRI1005594;DEU;BioEnergie Park Klarsee;2006;Biomass;17.80;53.300.000;14.250.000
WRI1005595;DEU;BioHKW I;2003;Biomass;13.20;48.397.000;9.964.800
WRI1005596;DEU;Biomasse-Heizkraftwerk Malchin;2003;Biomass;9.80;53.741.900;12.783.000
WRI1005599;DEU;Biomasse-Verstromungs-Anlage;2004;Biomass;20.00;51.350.000;7.450.000
WRI1005600;DEU;Biomasseheizkraftwerk Piesteritz;2009;Biomass;18.10;51.871.200;12.618.500
WRI1005601;DEU;Biomasseheizkraftwerk Wiesbaden;2014;Waste;10.50;50.083.300;8.250.000
WRI1005602;DEU;Biomassekraftwerk Bischofferode;2006;Biomass;18.10;51.489.900;10.413.100
WRI1005603;DEU;Bittenbrunn;1969;Hydro;20.20;48.734.500;11.143.800
WRI1005604;DEU;BKF;2004;Biomass;12.40;50.129.400;8.767.900
WRI1005605;DEU;Bleiloch;1932;Hydro;79.80;50.524.400;11.714.400
WRI1005606;DEU;Blockheizkraftwerk 1;NULL;Biomass;2.00;49.988.200;9.155.800
WRI1005607;DEU;BMHKW-BinderHolz;2007;Biomass;15.10;48.791.200;11.506.800
WRI1005608;DEU;BMHKW-RE Recklinghausen;2004;Biomass;14.00;51.604.000;7.250.800
WRI1005609;DEU;BMK Lünen;2006;Biomass;20.00;51.614.000;7.481.300
WRI1005610;DEU;BMKW Bergkamen;2005;Biomass;17.70;51.637.000;7.618.800
WRI1005611;DEU;BMKW Flörsheim Wicker;2003;Biomass;12.60;50.022.600;8.377.200
WRI1005612;DEU;BMKW Königs Wusterhausen;2003;Biomass;17.10;52.304.800;13.636.000
WRI1005613;DEU;BMKW Mannheim;2003;Biomass;17.90;49.516.400;8.460.200
WRI1005614;DEU;BoA 2;2012;Coal;2100.00;51.036.500;6.613.300
WRI1005615;DEU;Bochum;2004;Gas;20.70;51.483.300;7.216.700
WRI1005616;DEU;Boxberg power station;1989;Coal;2585.00;51.416.300;14.561.900
WRI1005617;DEU;BP Werk Lingen;1996;Gas;66.00;52.560.600;7.295.200
WRI1005618;DEU;Braunau-Simbach;1953;Hydro;50.00;48.063.800;10.128.400
WRI1005619;DEU;Braunkohlekraftwerk Lippendorf;1999;Coal;875.00;51.182.100;12.373.300
WRI1005621;DEU;BROKDORF;1986;Nuclear;1480.00;53.850.600;9.345.000
WRI1005622;DEU;Brunsbüttel;1973;Oil;254.00;53.892.500;9.201.100
WRI1005623;DEU;Buschhaus power station;1985;Coal;352.00;52.172.400;10.976.800
WRI1005624;DEU;Charlottenburg;1975;Gas;633.00;52.521.900;13.311.100
WRI1005625;DEU;Co-Generation;1991;Gas;11.50;49.663.300;8.358.900
WRI1005626;DEU;Dampfkraftwerk BGH - O1;2001;Gas;178.00;48.183.500;12.853.100
WRI1005627;DEU;Dampfturbinenanlage der EBS-Kessel;2010;Waste;35.00;51.802.600;11.751.500
WRI1005628;DEU;Dessau;1967;Hydro;10.30;47.739.300;10.825.700
WRI1005629;DEU;Dettingen;1927;Hydro;11.00;48.527.500;9.348.800
WRI1005630;DEU;Detzem;1962;Hydro;24.00;49.810.900;6.843.900
WRI1005631;DEU;Deuben power station;1936;Coal;86.00;51.111.900;12.076.200
WRI1005632;DEU;Dingolfing;1957;Hydro;15.00;48.634.000;12.483.700
WRI1005633;DEU;DK Kraftwerk;2010;Other;21.00;51.419.100;6.738.500
WRI1005634;DEU;DKW Leinau;NULL;Oil;11.40;47.912.500;10.611.700
WRI1005635;DEU;DKW Nord;1988;Oil;11.40;48.062.700;10.486.600
WRI1005636;DEU;Dormagen;2000;Gas;586.30;51.079.100;6.828.700
WRI1005637;DEU;Dornau;1960;Hydro;16.60;47.800.200;10.902.600
WRI1005638;DEU;Dortmund;2004;Gas;26.00;51.519.700;7.477.000
WRI1005639;DEU;Dow Stade;2014;Gas;173.00;53.651.900;9.507.900
WRI1005640;DEU;DT;2000;Waste;53.70;51.222.800;6.813.700
WRI1005641;DEU;Duisburg Hamborn;1958;Gas;385.00;51.491.000;6.727.500
WRI1005642;DEU;Duisburg Ruhrort;NULL;Gas;315.00;51.459.700;6.730.600
WRI1005643;DEU;EBKW Knapsack;2008;Waste;33.40;50.857.700;6.850.200
WRI1005644;DEU;EBS-Heizkraftwerk;2011;Other;23.50;52.168.800;14.640.800
WRI1005645;DEU;EBS-HKW Rostock;2009;Waste;17.00;54.144.600;12.141.200
WRI1005647;DEU;EEV;1993;Oil;38.00;53.485.200;9.969.600
WRI1005648;DEU;EEW Energy from Waste Hannover GmbH;2005;Waste;22.50;52.411.800;9.853.000
WRI1005649;DEU;EEW Göppingen;2009;Waste;11.00;48.682.300;9.671.300
WRI1005650;DEU;EEW Großräschen;2008;Waste;23.30;51.592.900;14.024.100
WRI1005651;DEU;Egger Kraftwerk Briilon 1;1990;Biomass;18.00;51.406.700;8.601.200
WRI1005652;DEU;Egger Kraftwerk Briilon 2;1996;Gas;13.50;51.408.500;8.599.900
WRI1005653;DEU;Egglfing;1944;Hydro;40.40;48.320.600;13.316.100
WRI1005654;DEU;Eitting;1925;Hydro;26.00;48.358.600;11.882.200
WRI1005655;DEU;Ellgau;1952;Hydro;9.70;48.596.700;10.878.900
WRI1005656;DEU;Emden Biomasse;2005;Biomass;20.00;53.342.200;7.206.200
WRI1005657;DEU;Emden Natural Gas;1973;Gas;50.00;53.342.200;7.206.200
WRI1005658;DEU;Emsland;NULL;Gas;1837.00;52.481.900;7.306.700
WRI1005659;DEU;EMSLAND;1988;Nuclear;1406.00;52.471.600;7.320.400
WRI1005660;DEU;Energieanlage 3;2002;Biomass;18.60;53.149.000;12.379.700
WRI1005661;DEU;Energiezentrale;1991;Gas;11.10;51.574.400;7.297.900
WRI1005662;DEU;Energiezentrale 1992;1992;Gas;11.06;48.359.100;11.790.300
WRI1005663;DEU;Energiezentrum Mohn Media;1994;Gas;22.00;51.907.300;8.408.800
WRI1005664;DEU;Enertec Hameln;2002;Waste;31.50;52.098.800;9.388.200
WRI1005665;DEU;ENERTRAG Netz GmbH (UW Bertikow);2003;Biomass;20.00;53.265.600;13.950.000
WRI1005666;DEU;Enkirch;1966;Hydro;18.40;49.976.700;7.127.800
WRI1005667;DEU;Ering;1942;Hydro;36.50;48.293.500;13.158.500
WRI1005668;DEU;Erweiterung Energiezentrale 2003;2003;Gas;7.44;48.359.100;11.790.300
WRI1005669;DEU;Erzhausen;1964;Hydro;220.00;51.899.100;9.924.500
WRI1005670;DEU;Ettling;1988;Hydro;12.60;48.696.100;12.797.800
WRI1005671;DEU;EVC / GLOBALFOUNDRIES;1998;Gas;34.30;51.127.000;13.715.000
WRI1005672;DEU;EVE;2009;Waste;14.50;52.535.000;12.362.600
WRI1005673;DEU;EZ1;1993;Coal;18.50;51.048.900;12.110.400
WRI1005674;DEU;Faimingen;1965;Hydro;10.10;48.558.400;10.411.800
WRI1005675;DEU;Fankel;1963;Hydro;16.40;50.123.900;7.225.900
WRI1005676;DEU;Bremen-Farge power station;1969;Coal;350.00;53.202.100;8.516.200
WRI1005677;DEU;Feldkirchen;1970;Hydro;38.20;47.960.900;12.156.100
WRI1005678;DEU;FHKW Ludwigshafen;1967;Waste;28.00;49.485.100;8.426.200
WRI1005679;DEU;FKK;1988;Coal;33.50;51.279.100;9.484.000
WRI1005680;DEU;Fortuna Nord;1984;Coal;15.00;50.945.600;6.663.600
WRI1005681;DEU;Franken 1;NULL;Gas;823.00;49.420.800;11.007.700
WRI1005682;DEU;Wachtberg power station;1959;Coal;118.00;50.897.600;6.793.100
WRI1005683;DEU;Frimmersdorf power station;1962;Coal;562.00;51.057.400;6.577.100
WRI1005684;DEU;FS-Karton;1992;Gas;18.90;51.217.100;6.696.500
WRI1005685;DEU;Buer power station;1985;Coal;70.00;51.602.800;7.009.400
WRI1005686;DEU;G-Kraftwerk;1962;Coal;103.00;51.368.900;6.654.100
WRI1005687;DEU;Gars;1938;Hydro;25.00;48.154.000;12.311.100
WRI1005688;DEU;Geesthacht;1958;Hydro;119.10;53.426.000;10.335.900
WRI1005689;DEU;Geisling;1985;Hydro;25.00;48.974.800;12.344.000
WRI1005691;DEU;Gemeinschaftskraftwerk Irsching;NULL;Gas;1391.00;48.767.000;11.580.000
WRI1005692;DEU;Kiel power station;1970;Coal;323.00;54.339.400;10.176.600
WRI1005694;DEU;Gersteinwerk;NULL;Gas;2004.50;51.672.500;7.709.900
WRI1005695;DEU;GHD;1998;Gas;13.40;48.640.300;12.463.400
WRI1005696;DEU;GichtNatural Gaskraftwerk Dillingen;2010;Other;85.00;49.354.800;6.731.500
WRI1005697;DEU;GKH Hannover power station;1989;Coal;272.00;52.420.000;9.648.600
WRI1005698;DEU;GKL;NULL;Gas;230.00;52.372.900;9.714.200
WRI1005699;DEU;GKM (Mannheim) power station;1980;Coal;1958.00;49.445.200;8.489.100
WRI1005700;DEU;GKS;1994;Waste;24.40;50.029.700;10.224.000
WRI1005701;DEU;GMVA Niederrhein;NULL;Waste;61.50;51.485.500;6.834.400
WRI1005702;DEU;Goldisthal;NULL;Hydro;1052.00;50.509.800;11.020.900
WRI1005703;DEU;Grohnde;1985;Nuclear;1360.00;52.035.600;9.413.500
WRI1005705;DEU;Grubenheizkraftwerk;1979;Coal;49.00;51.462.700;11.714.000
WRI1005706;DEU;Natural Gas Turbine #6;NULL;Gas;217.80;51.221.200;6.731.900
WRI1005708;DEU;Natural Gas Turbine #7;NULL;Gas;18.60;49.405.900;11.132.900
WRI1005709;DEU;GTKW Darmstadt;2013;Gas;94.60;49.884.900;8.650.100
WRI1005710;DEU;GuD;2000;Gas;100.00;51.221.400;6.731.300
WRI1005711;DEU;GuD Anlage WVK;1998;Gas;60.10;48.020.200;7.845.200
WRI1005712;DEU;GuD Baunatal  VW Werksgelände;2013;Gas;78.00;51.253.100;9.437.900
WRI1005713;DEU;GuD Bitterfeld;2000;Gas;106.00;51.625.700;12.327.000
WRI1005714;DEU;GuD Kraftwerk Hillegossen;2005;Gas;37.50;52.033.300;8.533.300
WRI1005715;DEU;GuD Leuna;1998;Gas;52.00;51.299.800;12.019.300
WRI1005716;DEU;GuD Marienehe;1996;Gas;108.00;54.125.500;12.081.900
WRI1005717;DEU;GuD Schwarzheide;1994;Gas;122.00;51.476.200;13.889.100
WRI1005718;DEU;GuD Tiefstack;2009;Gas;127.00;53.526.700;10.065.800
WRI1005719;DEU;GuD-Anlage;2013;Gas;47.00;49.988.200;9.155.800
WRI1005720;DEU;GUD-Anlage DREWSEN;2000;Gas;13.00;52.623.500;10.245.700
WRI1005721;DEU;GuD-Anlage Rüsselsheim;1999;Gas;112.10;49.992.000;8.414.100
WRI1005722;DEU;GuD-HKW Neubrandenburg;1997;Gas;75.00;53.574.500;13.295.100
WRI1005723;DEU;GuD-Ikw Staßfurt;1996;Gas;132.00;51.865.500;11.573.800
WRI1005724;DEU;GuD-Kraftwerk;2005;Gas;17.20;49.530.700;8.470.900
WRI1005725;DEU;Gummering;1957;Hydro;14.80;48.622.500;12.398.000
WRI1005727;DEU;Hamburger Rieger;2013;Waste;18.70;51.520.100;14.337.400
WRI1005728;DEU;Hattorf;NULL;Gas;52.30;50.812.600;9.978.000
WRI1005729;DEU;Häusern;1931;Hydro;100.00;47.754.600;8.187.900
WRI1005730;DEU;HBB;2001;Gas;24.00;47.796.000;12.119.300
WRI1005731;DEU;Heimbach;1905;Hydro;16.00;50.628.600;6.451.800
WRI1005732;DEU;Heizkraftwerk 1;1992;Gas;22.50;53.517.700;9.950.800
WRI1005733;DEU;Heizkraftwerk 2;NULL;Gas;152.00;50.091.800;8.531.100
WRI1005734;DEU;Heizkraftwerk 3;1989;Coal;211.00;49.249.000;6.879.200
WRI1005735;DEU;Heizkraftwerk 4;1976;Gas;18.00;48.375.100;10.902.800
WRI1005736;DEU;Heizkraftwerk 5;1999;Gas;10.00;49.882.800;8.628.700
WRI1005737;DEU;Altbach power station;1992;Coal;769.00;48.717.600;9.374.900
WRI1005738;DEU;Heizkraftwerk Altbach/Deizisau (Natural Gas);NULL;Gas;65.00;48.717.600;9.374.900
WRI1005739;DEU;Heizkraftwerk Bomlitz;1912;Gas;22.10;52.900.000;9.650.000
WRI1005740;DEU;Heizkraftwerk der Sappi Stockstadt GmbH;1969;Coal;24.80;49.977.400;9.068.700
WRI1005741;DEU;Heizkraftwerk Evonik Rheinfelden;1980;Gas;16.00;47.570.800;7.807.200
WRI1005742;DEU;Heizkraftwerk FFO;1997;Coal;45.00;52.346.000;14.546.000
WRI1005743;DEU;Flensburg power station;1986;Coal;195.00;54.804.900;9.432.400
WRI1005744;DEU;Heizkraftwerk Gera-Nord;1996;Gas;148.00;50.907.600;12.061.000
WRI1005745;DEU;Heizkraftwerk Hafen;2005;Gas;100.20;51.950.100;7.641.300
WRI1005746;DEU;Heizkraftwerk Hagen-Kabel;1980;Gas;230.00;51.411.000;7.491.700
WRI1005747;DEU;Heilbronn power station;1977;Coal;778.00;49.177.300;9.206.300
WRI1005748;DEU;Heizkraftwerk Karlstraße 1;1991;Waste;12.00;50.733.800;7.080.500
WRI1005749;DEU;Heizkraftwerk Karlstraße 2;2013;Gas;95.00;50.733.800;7.080.500
WRI1005750;DEU;Heizkraftwerk Krefeld;NULL;Gas;12.60;51.338.800;6.585.300
WRI1005751;DEU;Heizkraftwerk Leipzig-Nord;1996;Gas;167.00;51.351.200;12.378.400
WRI1005752;DEU;Heizkraftwerk Magirusstraße;1978;Coal;20.70;48.397.000;9.964.800
WRI1005754;DEU;Hkw Offenbach power station;1988;Coal;54.00;50.065.200;8.769.000
WRI1005755;DEU;Heizkraftwerk Pforzheim GmbH;2004;Biomass;12.30;48.897.100;8.725.000
WRI1005756;DEU;Heizkraftwerk Pforzheim GmbH;1969;Gas;52.50;48.883.200;8.665.300
WRI1005757;DEU;Pforzheim power station;1990;Coal;26.90;48.897.300;8.724.500
WRI1005758;DEU;Heizkraftwerk Sindelfingen;NULL;Gas;95.00;48.697.200;8.999.200
WRI1005759;DEU;Heizkraftwerk Stendal;1994;Gas;22.00;52.608.700;11.832.500
WRI1005760;DEU;Heizkraftwerk Stuttgart-Gaisburg;2009;Coal;22.60;48.782.500;9.231.500
WRI1005761;DEU;Heizkraftwerk West;1984;Gas;37.00;49.014.400;8.348.100
WRI1005762;DEU;Heizkraftwerk zur Papierfabrik;1995;Gas;18.10;52.618.000;7.861.900
WRI1005763;DEU;Heizkraftwerke an der Friedensbrücke;NULL;Gas;122.00;49.800.000;9.923.100
WRI1005764;DEU;Hemfurth;1915;Hydro;40.00;51.167.100;9.046.800
WRI1005765;DEU;Heyden power station;1987;Coal;875.00;52.382.800;8.996.000
WRI1005766;DEU;HHKW Berlin-Neukölln;2005;Biomass;16.50;52.425.300;13.517.300
WRI1005767;DEU;HKW Brandenburg;1997;Gas;36.00;51.512.200;13.971.100
WRI1005768;DEU;HKW Freiberg;2001;Gas;27.00;48.005.600;7.842.300
WRI1005769;DEU;"HKW ""Helmshäger Berg""";1996;Gas;14.70;54.097.300;13.385.000
WRI1005770;DEU;HKW 1;1972;Gas;23.10;51.470.700;6.861.600
WRI1005771;DEU;HKW 1 Werk Offstein;1992;Gas;30.00;49.599.100;8.221.000
WRI1005772;DEU;HKW 2;1995;Gas;24.50;51.470.700;6.861.600
WRI1005773;DEU;HKW Altenstadt;1999;Biomass;9.80;47.797.100;10.858.700
WRI1005774;DEU;HKW Bad Salzungen;1994;Gas;9.70;50.800.300;10.220.600
WRI1005775;DEU;HKW Barmen;2005;Gas;82.00;51.268.900;7.200.300
WRI1005776;DEU;HKW Bohrhügel;1995;Gas;13.50;50.631.500;10.698.700
WRI1005777;DEU;Chemnitz Nord power station;1989;Coal;56.80;50.857.000;12.923.100
WRI1005778;DEU;HKW Chemnitz  Nord II (Natural Gas);1986;Gas;57.20;50.857.000;12.923.100
WRI1005779;DEU;Cottbus CHP power station;1999;Coal;74.00;51.760.200;14.370.000
WRI1005780;DEU;HKW Dresden-Nossener Brücke;1995;Gas;263.00;51.042.100;13.708.600
WRI1005781;DEU;Wuppertal-Elberfeld power station;1989;Coal;85.00;51.248.400;7.118.700
WRI1005782;DEU;HKW Eltmann;2008;Gas;57.00;49.984.000;10.651.400
WRI1005783;DEU;HKW Erfurt-Ost;NULL;Gas;109.10;50.984.800;11.029.900
WRI1005784;DEU;HKW Erlangen (Coal);1980;Coal;17.40;49.592.800;11.001.500
WRI1005785;DEU;HKW Erlangen (Natural Gas);NULL;Gas;28.50;49.593.000;11.001.600
WRI1005786;DEU;HKW Fenne  GrubenNatural Gaskraftwerk;2003;Gas;42.00;49.249.000;6.879.200
WRI1005788;DEU;HKW Göttingen;1998;Gas;18.80;51.553.400;9.933.700
WRI1005789;DEU;HKW Halle Trotha;NULL;Gas;254.00;51.481.000;11.964.300
WRI1005790;DEU;HKW Hiltrop;2014;Gas;44.00;51.508.000;7.250.300
WRI1005791;DEU;HKW Humboldtstr.;NULL;Gas;31.00;54.327.500;10.126.700
WRI1005792;DEU;HKW I;1985;Coal;95.00;51.429.300;6.752.000
WRI1005793;DEU;HKW III/B;2005;Gas;274.00;51.390.700;6.747.800
WRI1005794;DEU;HKW Jena;1996;Gas;182.00;50.896.900;11.585.700
